act,scene,character,dialogue,line_number,paraphrased
Act V,Scene II,Osric,Of Laertes?,3720," About Laertes? (informal)
   Is it about Laertes? (question form)"
Act V,Scene II,Horatio,His purse is empty already; all's golden words are spent.,3721, His purse is already emptied out; all his golden promises have been used up.
Act V,Scene II,Hamlet,"Of him, sir.",3722," About him, mate. (Informal)
   Regarding him, sir. (Formal)"
Act V,Scene II,Osric,I know you are not ignorant--,3723, I'm aware that you're not uninformed.
Act V,Scene II,Hamlet,"I would you did, sir; yet, in faith, if you did,",3724," I wish you hadn't, sir; however, honestly speaking, if you had..."
Act V,Scene II,Hamlet,"it would not much approve me. Well, sir?",3725," It wouldn't sit well with me. Now, what do you say, sir?"
Act V,Scene II,Osric,You are not ignorant of what excellence Laertes is--,3726, You certainly know what makes Laertes excellent.
Act V,Scene II,Hamlet,"I dare not confess that, lest I should compare with",3727, I'm hesitant to admit it for fear of being compared to
Act V,Scene II,Hamlet,"him in excellence; but, to know a man well, were to",3728," To appreciate his greatness, yet truly knowing a person requires more than just that."
Act V,Scene II,Hamlet,know himself.,3729, knows himself well
Act V,Scene II,Osric,"I mean, sir, for his weapon; but in the imputation",3730," I'm suggesting we focus on his weapon, not the accusations against him."
Act V,Scene II,Osric,"laid on him by them, in his meed he's unfellowed.",3731," Placed upon him by them, he is unreciprocated in return for what was due to him."
Act V,Scene II,Hamlet,What's his weapon?,3732, What is his tool/device?
Act V,Scene II,Osric,Rapier and dagger.,3733, Sword (rapier) and knife (dagger).
Act V,Scene II,Hamlet,"That's two of his weapons: but, well.",3734," That's just two of his tools, though."
Act V,Scene II,Osric,"The king, sir, hath wagered with him six Barbary",3735," The king bet six thousand dollars on him. (Assuming ""Barbary"" refers to a monetary value)"
Act V,Scene II,Osric,"horses: against the which he has imponed, as I take",3736," Horses: those he's imposed upon, as I understand"
Act V,Scene II,Osric,"it, six French rapiers and poniards, with their",3737,6 French rapier and dagger sets (with them)
Act V,Scene II,Osric,"assigns, as girdle, hangers, and so: three of the",3738," assigns, similarly to a belt, hooks, and so on: three of them"
Act V,Scene II,Osric,"carriages, in faith, are very dear to fancy, very",3739," Carriages hold a sentimental value for imagination, they're extremely cherished."
Act V,Scene II,Osric,"responsive to the hilts, most delicate carriages,",3740," Responsive at the handles, exquisitely designed vehicles."
Act V,Scene II,Osric,and of very liberal conceit.,3741, and exceptionally open-minded in attitude.
Act V,Scene II,Hamlet,What call you the carriages?,3742, What do you call those vehicles called carriages? (or) What are carriages typically referred to as?
Act V,Scene II,Horatio,I knew you must be edified by the margent ere you had done.,3743, I knew you'd find it enlightening before you finished.
Act V,Scene II,Osric,"The carriages, sir, are the hangers.",3744," The carriages, sir, are parking spaces."
Act V,Scene II,Hamlet,"The phrase would be more german to the matter, if we",3745," The statement would be more relevant, if we made it more concise."
Act V,Scene II,Hamlet,could carry cannon by our sides: I would it might,3746, Would be able to carry cannons by our sides: I could possibly do it.
Act V,Scene II,Hamlet,"be hangers till then. But, on: six Barbary horses",3747," Be on standby until then. However, arrive by: six Barbary horses (modernized to ""Barbary horses"" and ""arrive by"")"
Act V,Scene II,Hamlet,"against six French swords, their assigns, and three",3748," Against six French sabers, their deputies, and three

Or:
Against six French saber-wielding individuals, their representatives, and three.

(Using ""deputy"" instead of ""assigns"" as it is more commonly used in modern English.)"
Act V,Scene II,Hamlet,liberal-conceited carriages; that's the French bet,3749, Self-important electric cars; that's the French term for luxury vehicles.
Act V,Scene II,Hamlet,"against the Danish. Why is this 'imponed,' as you call it?",3750," ""Why is this imposed against Denmark?"" (modern English)"
Act V,Scene II,Osric,"The king, sir, hath laid, that in a dozen passes",3751," The king has commanded, in twelve attempts, or trials."
Act V,Scene II,Osric,"between yourself and him, he shall not exceed you",3752," Between you and him, he should never surpass you."
Act V,Scene II,Osric,three hits: he hath laid on twelve for nine; and it,3753, Three strikes: He's scored twelve goals in nine games; and that's a fact.
Act V,Scene II,Osric,"would come to immediate trial, if your lordship",3754," would face an immediate court case, if it were up to you"
Act V,Scene II,Osric,would vouchsafe the answer.,3755," Would you mind explaining the answer? (More colloquial variant: ""Could you please clarify the answer?"")"
Act V,Scene II,Hamlet,How if I answer 'no'?,3756," What happens if I say ""no""?"
Act V,Scene II,Osric,"I mean, my lord, the opposition of your person in trial.",3757," I'm saying, your majesty, the argument against you during a court case."
Act V,Scene II,Hamlet,"Sir, I will walk here in the hall: if it please his",3758," Sir, I'll take a stroll in this hallway, if that's alright with you."
Act V,Scene II,Hamlet,"majesty, 'tis the breathing time of day with me; let",3759," Majesty, it's my preferred moment of the day; can we?"
Act V,Scene II,Hamlet,"the foils be brought, the gentleman willing, and the",3760," If the foils are ready, and if the person is agreeable, then..."
Act V,Scene II,Hamlet,"king hold his purpose, I will win for him an I can;",3761," King maintains his resolve, I'll fight and win if I can for him."
Act V,Scene II,Hamlet,"if not, I will gain nothing but my shame and the odd hits.",3762," If not, I'll only get embarrassment and a few random clicks."
Act V,Scene II,Osric,Shall I re-deliver you e'en so?,3763, Should I repeat that for you again?
Act V,Scene II,Hamlet,"To this effect, sir; after what flourish your nature will.",3764," For that purpose, sir; feel free to express yourself as you wish."
Act V,Scene II,Osric,I commend my duty to your lordship.,3765, I fulfill my responsibilities under your supervision.
Act V,Scene II,Hamlet,"Yours, yours.",3766," Yours sincerely,
   Yours sincerely,"
Act V,Scene II,[stage direction],Exit OSRIC,," Exit Old School Renaissance (OSR)

Or, more casually:

Leave the Old School Renaissance scene."
Act V,Scene II,Hamlet,He does well to commend it himself; there are no,3767," He's doing a good job by praising it himself, there's nobody else needed."
Act V,Scene II,Hamlet,tongues else for's turn.,3768, Languages shift otherwise rotate.
Act V,Scene II,Horatio,This lapwing runs away with the shell on his head.,3769, This plover takes off with a shell perched on its head.
Act V,Scene II,Hamlet,"He did comply with his dug, before he sucked it.",3770," He obeyed his command, before taking a puff from it."
Act V,Scene II,Hamlet,Thus has he--and many more of the same bevy that I,3771," So has he, and many others like him, as part of the group I'm referring to."
Act V,Scene II,Hamlet,know the dressy age dotes on--only got the tune of,3772, Loves the era that values elegance -- has mastered the rhythm of
Act V,Scene II,Hamlet,the time and outward habit of encounter; a kind of,3773, the interaction experience; a type of
Act V,Scene II,Hamlet,"yesty collection, which carries them through and",3774," A handy assortment of items, sufficient for their needs."
Act V,Scene II,Hamlet,through the most fond and winnowed opinions; and do,3775, through the most cherished and refined viewpoints; and let's consider them.
Act V,Scene II,Hamlet,"but blow them to their trial, the bubbles are out.",3776," However, once they've been taken to trial, the allegations will be dispelled."
Act V,Scene II,[stage direction],Enter a Lord,, Visit a Noble/Lord (Informal: Drop by Lord's place)
Act V,Scene II,Lord,"My lord, his majesty commended him to you by young",3777," My lord, His Majesty asked me to introduce him to you."
Act V,Scene II,Lord,"Osric, who brings back to him that you attend him in",3778, Osric requests your presence.
Act V,Scene II,Lord,the hall: he sends to know if your pleasure hold to,3779, Does he want to know if you're still enjoying yourself here?
Act V,Scene II,Lord,"play with Laertes, or that you will take longer time.",3780," Play with Laertes for a while longer, if that's okay."
Act V,Scene II,Hamlet,I am constant to my purpose; they follow the king's,3781, I remain committed to my goal; they stick with the leader's decisions.
Act V,Scene II,Hamlet,"pleasure: if his fitness speaks, mine is ready; now",3782," Pleasure: if he's fit, I'm game; let's go!"
Act V,Scene II,Hamlet,"or whensoever, provided I be so able as now.",3783," or whenever, if I'm capable at this moment."
Act V,Scene II,Lord,The king and queen and all are coming down.,3784," The king, queen, and everyone else is making their way down."
Act V,Scene II,Hamlet,In happy time.,3785, In good times.
Act V,Scene II,Lord,The queen desires you to use some gentle,3786, The queen requests that you be polite and considerate.
Act V,Scene II,Lord,entertainment to Laertes before you fall to play.,3787," Entertain Laertes for a while, then prepare to perform."
Act V,Scene II,Hamlet,She well instructs me.,3788, She teaches me well.
Act V,Scene II,[stage direction],Exit Lord,," Leave, sir."
Act V,Scene II,Horatio,"You will lose this wager, my lord.",3789," You're going to forfeit this bet, my lord."
Act V,Scene II,Hamlet,"I do not think so: since he went into France, I",3790, I don't believe that's the case: he's been in France.
Act V,Scene II,Hamlet,have been in continual practise: I shall win at the,3791, I've been consistently practicing: I will prevail at it.
Act V,Scene II,Hamlet,odds. But thou wouldst not think how ill all's here,3792," Odd situation, but it wouldn't seem that way to you."
Act V,Scene II,Hamlet,about my heart: but it is no matter.,3793, Regarding my heart: it's no big deal.
Act V,Scene II,Horatio,"Nay, good my lord,--",3794," No, kind sir,--"
Act V,Scene II,Hamlet,It is but foolery; but it is such a kind of,3795," It's sheer foolishness, but it's a particular kind of it. (Modernized)"
Act V,Scene II,Hamlet,"gain-giving, as would perhaps trouble a woman.",3796," Generous, possibly causing some concern for a woman."
Act V,Scene II,Horatio,"If your mind dislike any thing, obey it: I will",3797," If your mind disapproves of anything, follow its lead: I shall. (In this context, ""dislike"" is used instead of ""disapprove"", and ""obey"" means to follow or comply with.)"
Act V,Scene II,Horatio,"forestall their repair hither, and say you are not",3798," Prevent them from being fixed here, and tell them you can't."
Act V,Scene II,Horatio,fit.,3799," Suitable, works well, or matches properly."
Act V,Scene II,Hamlet,"Not a whit, we defy augury: there's a special",3800," Not at all, we disregard predictions: it's something unique."
Act V,Scene II,Hamlet,"providence in the fall of a sparrow. If it be now,",3801," Providence in the falling of a sparrow; if it happens now,"
Act V,Scene II,Hamlet,"'tis not to come; if it be not to come, it will be",3802," It's not going to happen; if it doesn't happen, it won't."
Act V,Scene II,Hamlet,"now; if it be not now, yet it will come: the",3803," Now, if it's not now, it will happen eventually: the future."
Act V,Scene II,Hamlet,readiness is all: since no man has aught of what he,3804," Readiness is everything, as no one possesses anything of the future."
Act V,Scene II,Hamlet,"leaves, what is't to leave betimes?",3805," Leaving early, what's the point? (or more colloquially, ""What's up with leaving early?"")"
Act V,Scene II,[stage direction],"Enter KING CLAUDIUS, QUEEN GERTRUDE, LAERTES, Lords, OSRIC, and Attendants with foils,  &amp; c",,"King Claudius, Queen Gertrude, Laertes, Lords, Osrir, and Escorts enter, all armed."
Act V,Scene II,King Claudius,"Come, Hamlet, come, and take this hand from me.",3806," Come on, Hamlet, come here and let me shake your hand."
